#time	ya(t)	yb(t)
184.075000 9869057416.546425 0.100000
184.080000 9873993179.092506 0.100000
184.085000 9878931410.136934 0.100000
184.090000 9883872110.914267 0.100000
184.095000 9888815282.659678 0.100000
184.100000 9893760926.608961 0.100000
184.105000 9898709043.998528 0.100000
184.110000 9903659636.065407 0.100000
184.115000 9908612704.047247 0.100000
184.120000 9913568249.182314 0.100000
184.125000 9918526272.709496 0.100000
184.130000 9923486775.868296 0.100000
184.135000 9928449759.898842 0.100000
184.140000 9933415226.041880 0.100000
184.145000 9938383175.538776 0.100000
184.150000 9943353609.631517 0.100000
184.155000 9948326529.562714 0.100000
184.160000 9953301936.575594 0.100000
184.165000 9958279831.914011 0.100000
184.170000 9963260216.822437 0.100000
184.175000 9968243092.545969 0.100000
184.180000 9973228460.330326 0.100000
184.185000 9978216321.421850 0.100000
184.190000 9983206677.067507 0.100000
184.195000 9988199528.514885 0.100000
184.200000 9993194877.012197 0.100000
184.205000 9998192723.808281 0.100000
184.210000 10003193070.152597 0.100000
184.215000 10008195917.295233 0.100000
184.220000 10013201266.486900 0.100000
184.225000 10018209118.978937 0.100000
184.230000 10023219476.023306 0.100000
184.235000 10028232338.872595 0.100000
184.240000 10033247708.780022 0.100000
184.245000 10038265586.999428 0.100000
184.250000 10043285974.785282 0.100000
184.255000 10048308873.392683 0.100000
184.260000 10053334284.077354 0.100000
184.265000 10058362208.095650 0.100000
184.270000 10063392646.704550 0.100000
184.275000 10068425601.161663 0.100000
184.280000 10073461072.725229 0.100000
184.285000 10078499062.654116 0.100000
184.290000 10083539572.207821 0.100000
184.295000 10088582602.646471 0.100000
184.300000 10093628155.230825 0.100000
184.305000 10098676231.222271 0.100000
184.310000 10103726831.882826 0.100000
184.315000 10108779958.475142 0.100000
184.320000 10113835612.262501 0.100000
184.325000 10118893794.508814 0.100000
184.330000 10123954506.478630 0.100000
184.335000 10129017749.437124 0.100000
184.340000 10134083524.650108 0.100000
184.345000 10139151833.384027 0.100000
184.350000 10144222676.905958 0.100000
184.355000 10149296056.483610 0.100000
184.360000 10154371973.385328 0.100000
184.365000 10159450428.880093 0.100000
184.370000 10164531424.237518 0.100000
184.375000 10169614960.727852 0.100000
184.380000 10174701039.621979 0.100000
184.385000 10179789662.191420 0.100000
184.390000 10184880829.708328 0.100000
184.395000 10189974543.445498 0.100000
184.400000 10195070804.676355 0.100000
184.405000 10200169614.674969 0.100000
184.410000 10205270974.716038 0.100000
184.415000 10210374886.074903 0.100000
184.420000 10215481350.027544 0.100000
184.425000 10220590367.850576 0.100000
184.430000 10225701940.821253 0.100000
184.435000 10230816070.217468 0.100000
184.440000 10235932757.317755 0.100000
184.445000 10241052003.401283 0.100000
184.450000 10246173809.747866 0.100000
184.455000 10251298177.637955 0.100000
184.460000 10256425108.352642 0.100000
184.465000 10261554603.173658 0.100000
184.470000 10266686663.383379 0.100000
184.475000 10271821290.264820 0.100000
184.480000 10276958485.101637 0.100000
184.485000 10282098249.178129 0.100000
184.490000 10287240583.779236 0.100000
184.495000 10292385490.190542 0.100000
184.500000 10297532969.698275 0.100000
184.505000 10302683023.589304 0.100000
184.510000 10307835653.151142 0.100000
184.515000 10312990859.671947 0.100000
184.520000 10318148644.440521 0.100000
184.525000 10323309008.746311 0.100000
184.530000 10328471953.879406 0.100000
184.535000 10333637481.130543 0.100000
184.540000 10338805591.791103 0.100000
184.545000 10343976287.153116 0.100000
184.550000 10349149568.509254 0.100000
184.555000 10354325437.152840 0.100000
184.560000 10359503894.377838 0.100000
184.565000 10364684941.478865 0.100000
184.570000 10369868579.751181 0.100000
184.575000 10375054810.490694 0.100000
184.580000 10380243634.993965 0.100000
184.585000 10385435054.558199 0.100000
184.590000 10390629070.481251 0.100000
184.595000 10395825684.061625 0.100000
184.600000 10401024896.598473 0.100000
184.605000 10406226709.391600 0.100000
184.610000 10411431123.741457 0.100000
184.615000 10416638140.949150 0.100000
184.620000 10421847762.316433 0.100000
184.625000 10427059989.145710 0.100000
184.630000 10432274822.740040 0.100000
184.635000 10437492264.403130 0.100000
184.640000 10442712315.439339 0.100000
184.645000 10447934977.153681 0.100000
184.650000 10453160250.851822 0.100000
184.655000 10458388137.840080 0.100000
184.660000 10463618639.425428 0.100000
184.665000 10468851756.915491 0.100000
184.670000 10474087491.618547 0.100000
184.675000 10479325844.843531 0.100000
184.680000 10484566817.900030 0.100000
184.685000 10489810412.098288 0.100000
184.690000 10495056628.749203 0.100000
184.695000 10500305469.164330 0.100000
184.700000 10505556934.655880 0.100000
184.705000 10510811026.536718 0.100000
184.710000 10516067746.120367 0.100000
184.715000 10521327094.721008 0.100000
184.720000 10526589073.653477 0.100000
184.725000 10531853684.233269 0.100000
184.730000 10537120927.776537 0.100000
184.735000 10542390805.600092 0.100000
184.740000 10547663319.021402 0.100000
184.745000 10552938469.358599 0.100000
184.750000 10558216257.930468 0.100000
184.755000 10563496686.056456 0.100000
184.760000 10568779755.056669 0.100000
184.765000 10574065466.251877 0.100000
184.770000 10579353820.963507 0.100000
184.775000 10584644820.513647 0.100000
184.780000 10589938466.225048 0.100000
184.785000 10595234759.421120 0.100000
184.790000 10600533701.425938 0.100000
184.795000 10605835293.564236 0.100000
184.800000 10611139537.161411 0.100000
184.805000 10616446433.543528 0.100000
184.810000 10621755984.037308 0.100000
184.815000 10627068189.970139 0.100000
184.820000 10632383052.670073 0.100000
184.825000 10637700573.465824 0.100000
184.830000 10643020753.686775 0.100000
184.835000 10648343594.662970 0.100000
184.840000 10653669097.725119 0.100000
184.845000 10658997264.204597 0.100000
184.850000 10664328095.433449 0.100000
184.855000 10669661592.744379 0.100000
184.860000 10674997757.470762 0.100000
184.865000 10680336590.946640 0.100000
184.870000 10685678094.506721 0.100000
184.875000 10691022269.486383 0.100000
184.880000 10696369117.221668 0.100000
184.885000 10701718639.049288 0.100000
184.890000 10707070836.306623 0.100000
184.895000 10712425710.331722 0.100000
184.900000 10717783262.463305 0.100000
184.905000 10723143494.040758 0.100000
184.910000 10728506406.404142 0.100000
184.915000 10733872000.894184 0.100000
184.920000 10739240278.852282 0.100000
184.925000 10744611241.620504 0.100000
184.930000 10749984890.541594 0.100000
184.935000 10755361226.958961 0.100000
184.940000 10760740252.216692 0.100000
184.945000 10766121967.659542 0.100000
184.950000 10771506374.632940 0.100000
184.955000 10776893474.482988 0.100000
184.960000 10782283268.556461 0.100000
184.965000 10787675758.200808 0.100000
184.970000 10793070944.764149 0.100000
184.975000 10798468829.595284 0.100000
184.980000 10803869414.043680 0.100000
184.985000 10809272699.459488 0.100000
184.990000 10814678687.193527 0.100000
184.995000 10820087378.597294 0.100000
185.000000 10825498775.022961 0.100000
185.005000 10830912877.823378 0.100000
185.010000 10836329688.352072 0.100000
185.015000 10841749207.963243 0.100000
185.020000 10847171438.011774 0.100000
185.025000 10852596379.853220 0.100000
185.030000 10858024034.843819 0.100000
185.035000 10863454404.340483 0.100000
185.040000 10868887489.700804 0.100000
185.045000 10874323292.283054 0.100000
185.050000 10879761813.446184 0.100000
185.055000 10885203054.549824 0.100000
185.060000 10890647016.954285 0.100000
185.065000 10896093702.020555 0.100000
185.070000 10901543111.110310 0.100000
185.075000 10906995245.585897 0.100000
185.080000 10912450106.810354 0.100000
185.085000 10917907696.147394 0.100000
185.090000 10923368014.961414 0.100000
185.095000 10928831064.617495 0.100000
185.100000 10934296846.481400 0.100000
185.105000 10939765361.919573 0.100000
185.110000 10945236612.299143 0.100000
185.115000 10950710598.987923 0.100000
185.120000 10956187323.354410 0.100000
185.125000 10961666786.767786 0.100000
185.130000 10967148990.597916 0.100000
185.135000 10972633936.215349 0.100000
185.140000 10978121624.991323 0.100000
185.145000 10983612058.297762 0.100000
185.150000 10989105237.507273 0.100000
185.155000 10994601163.993149 0.100000
185.160000 11000099839.129374 0.100000
185.165000 11005601264.290615 0.100000
185.170000 11011105440.852230 0.100000
185.175000 11016612370.190264 0.100000
185.180000 11022122053.681446 0.100000
185.185000 11027634492.703199 0.100000
185.190000 11033149688.633635 0.100000
185.195000 11038667642.851549 0.100000
185.200000 11044188356.736431 0.100000
185.205000 11049711831.668461 0.100000
185.210000 11055238069.028505 0.100000
185.215000 11060767070.198124 0.100000
185.220000 11066298836.559568 0.100000
185.225000 11071833369.495779 0.100000
185.230000 11077370670.390390 0.100000
185.235000 11082910740.627728 0.100000
185.240000 11088453581.592806 0.100000
185.245000 11093999194.671339 0.100000
185.250000 11099547581.249727 0.100000
185.255000 11105098742.715069 0.100000
185.260000 11110652680.455154 0.100000
185.265000 11116209395.858467 0.100000
185.270000 11121768890.314188 0.100000
185.275000 11127331165.212189 0.100000
185.280000 11132896221.943039 0.100000
185.285000 11138464061.898003 0.100000
185.290000 11144034686.469040 0.100000
185.295000 11149608097.048807 0.100000
185.300000 11155184295.030657 0.100000
185.305000 11160763281.808638 0.100000
185.310000 11166345058.777496 0.100000
185.315000 11171929627.332678 0.100000
185.320000 11177516988.870325 0.100000
185.325000 11183107144.787277 0.100000
185.330000 11188700096.481075 0.100000
185.335000 11194295845.349955 0.100000
185.340000 11199894392.792854 0.100000
185.345000 11205495740.209410 0.100000
185.350000 11211099888.999958 0.100000
185.355000 11216706840.565538 0.100000
185.360000 11222316596.307886 0.100000
185.365000 11227929157.629442 0.100000
185.370000 11233544525.933346 0.100000
185.375000 11239162702.623440 0.100000
185.380000 11244783689.104267 0.100000
185.385000 11250407486.781076 0.100000
185.390000 11256034097.059816 0.100000
185.395000 11261663521.347139 0.100000
185.400000 11267295761.050400 0.100000
185.405000 11272930817.577660 0.100000
185.410000 11278568692.337683 0.100000
185.415000 11284209386.739937 0.100000
185.420000 11289852902.194597 0.100000
185.425000 11295499240.112541 0.100000
185.430000 11301148401.905355 0.100000
185.435000 11306800388.985329 0.100000
185.440000 11312455202.765457 0.100000
185.445000 11318112844.659447 0.100000
185.450000 11323773316.081705 0.100000
185.455000 11329436618.447351 0.100000
185.460000 11335102753.172213 0.100000
185.465000 11340771721.672821 0.100000
185.470000 11346443525.366419 0.100000
185.475000 11352118165.670956 0.100000
185.480000 11357795644.005095 0.100000
185.485000 11363475961.788202 0.100000
185.490000 11369159120.440361 0.100000
185.495000 11374845121.382359 0.100000
185.500000 11380533966.035696 0.100000
185.505000 11386225655.822584 0.100000
185.510000 11391920192.165945 0.100000
185.515000 11397617576.489414 0.100000
185.520000 11403317810.217337 0.100000
185.525000 11409020894.774771 0.100000
185.530000 11414726831.587488 0.100000
185.535000 11420435622.081972 0.100000
185.540000 11426147267.685421 0.100000
185.545000 11431861769.825747 0.100000
185.550000 11437579129.931574 0.100000
185.555000 11443299349.432243 0.100000
185.560000 11449022429.757811 0.100000
185.565000 11454748372.339045 0.100000
185.570000 11460477178.607431 0.100000
185.575000 11466208849.995173 0.100000
185.580000 11471943387.935186 0.100000
185.585000 11477680793.861107 0.100000
185.590000 11483421069.207285 0.100000
185.595000 11489164215.408791 0.100000
185.600000 11494910233.901409 0.100000
185.605000 11500659126.121647 0.100000
185.610000 11506410893.506725 0.100000
185.615000 11512165537.494587 0.100000
185.620000 11517923059.523893 0.100000
185.625000 11523683461.034025 0.100000
185.630000 11529446743.465082 0.100000
185.635000 11535212908.257885 0.100000
185.640000 11540981956.853975 0.100000
185.645000 11546753890.695614 0.100000
185.650000 11552528711.225786 0.100000
185.655000 11558306419.888195 0.100000
185.660000 11564087018.127270 0.100000
185.665000 11569870507.388159 0.100000
185.670000 11575656889.116735 0.100000
185.675000 11581446164.759594 0.100000
185.680000 11587238335.764055 0.100000
185.685000 11593033403.578159 0.100000
185.690000 11598831369.650675 0.100000
185.695000 11604632235.431093 0.100000
185.700000 11610436002.369631 0.100000
185.705000 11616242671.917231 0.100000
185.710000 11622052245.525558 0.100000
185.715000 11627864724.647009 0.100000
185.720000 11633680110.734701 0.100000
185.725000 11639498405.242481 0.100000
185.730000 11645319609.624924 0.100000
185.735000 11651143725.337328 0.100000
185.740000 11656970753.835724 0.100000
185.745000 11662800696.576870 0.100000
185.750000 11668633555.018251 0.100000
185.755000 11674469330.618082 0.100000
185.760000 11680308024.835306 0.100000
185.765000 11686149639.129597 0.100000
185.770000 11691994174.961359 0.100000
185.775000 11697841633.791725 0.100000
185.780000 11703692017.082561 0.100000
185.785000 11709545326.296463 0.100000
185.790000 11715401562.896757 0.100000
185.795000 11721260728.347502 0.100000
185.800000 11727122824.113489 0.100000
185.805000 11732987851.660244 0.100000
185.810000 11738855812.454023 0.100000
185.815000 11744726707.961817 0.100000
185.820000 11750600539.651348 0.100000
185.825000 11756477308.991076 0.100000
185.830000 11762357017.450191 0.100000
185.835000 11768239666.498623 0.100000
185.840000 11774125257.607033 0.100000
185.845000 11780013792.246819 0.100000
185.850000 11785905271.890114 0.100000
185.855000 11791799698.009789 0.100000
185.860000 11797697072.079449 0.100000
185.865000 11803597395.573439 0.100000
185.870000 11809500669.966839 0.100000
185.875000 11815406896.735468 0.100000
185.880000 11821316077.355883 0.100000
185.885000 11827228213.305378 0.100000
185.890000 11833143306.061989 0.100000
185.895000 11839061357.104488 0.100000
185.900000 11844982367.912388 0.100000
185.905000 11850906339.965940 0.100000
185.910000 11856833274.746141 0.100000
185.915000 11862763173.734722 0.100000
185.920000 11868696038.414158 0.100000
185.925000 11874631870.267666 0.100000
185.930000 11880570670.779203 0.100000
185.935000 11886512441.433470 0.100000
185.940000 11892457183.715908 0.100000
185.945000 11898404899.112705 0.100000
185.950000 11904355589.110788 0.100000
185.955000 11910309255.197830 0.100000
185.960000 11916265898.862249 0.100000
185.965000 11922225521.593204 0.100000
185.970000 11928188124.880602 0.100000
185.975000 11934153710.215094 0.100000
185.980000 11940122279.088074 0.100000
185.985000 11946093832.991686 0.100000
185.990000 11952068373.418819 0.100000
185.995000 11958045901.863108 0.100000
186.000000 11964026419.818933 0.100000
186.005000 11970009928.781427 0.100000
186.010000 11975996430.246466 0.100000
186.015000 11981985925.710674 0.100000
186.020000 11987978416.671427 0.100000
186.025000 11993973904.626844 0.100000
186.030000 11999972391.075802 0.100000
186.035000 12005973877.517920 0.100000
186.040000 12011978365.453569 0.100000
186.045000 12017985856.383873 0.100000
186.050000 12023996351.810703 0.100000
186.055000 12030009853.236683 0.100000
186.060000 12036026362.165190 0.100000
186.065000 12042045880.100349 0.100000
186.070000 12048068408.547043 0.100000
186.075000 12054093949.010900 0.100000
186.080000 12060122502.998308 0.100000
186.085000 12066154072.016405 0.100000
186.090000 12072188657.573082 0.100000
186.095000 12078226261.176987 0.100000
186.100000 12084266884.337519 0.100000
186.105000 12090310528.564835 0.100000
186.110000 12096357195.369846 0.100000
186.115000 12102406886.264219 0.100000
186.120000 12108459602.760378 0.100000
186.125000 12114515346.371500 0.100000
186.130000 12120574118.611521 0.100000
186.135000 12126635920.995134 0.100000
186.140000 12132700755.037792 0.100000
186.145000 12138768622.255701 0.100000
186.150000 12144839524.165829 0.100000
186.155000 12150913462.285902 0.100000
186.160000 12156990438.134403 0.100000
186.165000 12163070453.230577 0.100000
186.170000 12169153509.094429 0.100000
186.175000 12175239607.246721 0.100000
186.180000 12181328749.208979 0.100000
186.185000 12187420936.503487 0.100000
186.190000 12193516170.653292 0.100000
186.195000 12199614453.182203 0.100000
186.200000 12205715785.614792 0.100000
186.205000 12211820169.476391 0.100000
186.210000 12217927606.293095 0.100000
186.215000 12224038097.591764 0.100000
186.220000 12230151644.900023 0.100000
186.225000 12236268249.746254 0.100000
186.230000 12242387913.659613 0.100000
186.235000 12248510638.170013 0.100000
186.240000 12254636424.808138 0.100000
186.245000 12260765275.105433 0.100000
186.250000 12266897190.594109 0.100000
186.255000 12273032172.807146 0.100000
186.260000 12279170223.278292 0.100000
186.265000 12285311343.542057 0.100000
186.270000 12291455535.133722 0.100000
186.275000 12297602799.589334 0.100000
186.280000 12303753138.445711 0.100000
186.285000 12309906553.240437 0.100000
186.290000 12316063045.511864 0.100000
186.295000 12322222616.799116 0.100000
186.300000 12328385268.642088 0.100000
186.305000 12334551002.581442 0.100000
186.310000 12340719820.158609 0.100000
186.315000 12346891722.915796 0.100000
186.320000 12353066712.395979 0.100000
186.325000 12359244790.142904 0.100000
186.330000 12365425957.701092 0.100000
186.335000 12371610216.615831 0.100000
186.340000 12377797568.433191 0.100000
186.345000 12383988014.700006 0.100000
186.350000 12390181556.963890 0.100000
186.355000 12396378196.773228 0.100000
186.360000 12402577935.677179 0.100000
186.365000 12408780775.225679 0.100000
186.370000 12414986716.969439 0.100000
186.375000 12421195762.459940 0.100000
186.380000 12427407913.249447 0.100000
186.385000 12433623170.890997 0.100000
186.390000 12439841536.938404 0.100000
186.395000 12446063012.946260 0.100000
186.400000 12452287600.469936 0.100000
186.405000 12458515301.065577 0.100000
186.410000 12464746116.290108 0.100000
186.415000 12470980047.701233 0.100000
186.420000 12477217096.857433 0.100000
186.425000 12483457265.317974 0.100000
186.430000 12489700554.642897 0.100000
186.435000 12495946966.393023 0.100000
186.440000 12502196502.129955 0.100000
186.445000 12508449163.416079 0.100000
186.450000 12514704951.814558 0.100000
186.455000 12520963868.889339 0.100000
186.460000 12527225916.205154 0.100000
186.465000 12533491095.327513 0.100000
186.470000 12539759407.822710 0.100000
186.475000 12546030855.257826 0.100000
186.480000 12552305439.200720 0.100000
186.485000 12558583161.220039 0.100000
186.490000 12564864022.885214 0.100000
186.495000 12571148025.766460 0.100000
186.500000 12577435171.434778 0.100000
186.505000 12583725461.461954 0.100000
186.510000 12590018897.420561 0.100000
186.515000 12596315480.883959 0.100000
186.520000 12602615213.426292 0.100000
186.525000 12608918096.622494 0.100000
186.530000 12615224132.048286 0.100000
186.535000 12621533321.280176 0.100000
186.540000 12627845665.895462 0.100000
186.545000 12634161167.472231 0.100000
186.550000 12640479827.589357 0.100000
186.555000 12646801647.826508 0.100000
186.560000 12653126629.764135 0.100000
186.565000 12659454774.983486 0.100000
186.570000 12665786085.066597 0.100000
186.575000 12672120561.596294 0.100000
186.580000 12678458206.156199 0.100000
186.585000 12684799020.330719 0.100000
186.590000 12691143005.705061 0.100000
186.595000 12697490163.865221 0.100000
186.600000 12703840496.397987 0.100000
186.605000 12710194004.890945 0.100000
186.610000 12716550690.932470 0.100000
186.615000 12722910556.111734 0.100000
186.620000 12729273602.018703 0.100000
186.625000 12735639830.244139 0.100000
186.630000 12742009242.379599 0.100000
186.635000 12748381840.017435 0.100000
186.640000 12754757624.750799 0.100000
186.645000 12761136598.173635 0.100000
186.650000 12767518761.880688 0.100000
186.655000 12773904117.467497 0.100000
186.660000 12780292666.530401 0.100000
186.665000 12786684410.666538 0.100000
186.670000 12793079351.473845 0.100000
186.675000 12799477490.551056 0.100000
186.680000 12805878829.497707 0.100000
186.685000 12812283369.914133 0.100000
186.690000 12818691113.401466 0.100000
186.695000 12825102061.561646 0.100000
186.700000 12831516215.997408 0.100000
186.705000 12837933578.312290 0.100000
186.710000 12844354150.110634 0.100000
186.715000 12850777932.997581 0.100000
186.720000 12857204928.579081 0.100000
186.725000 12863635138.461878 0.100000
186.730000 12870068564.253527 0.100000
186.735000 12876505207.562384 0.100000
186.740000 12882945069.997610 0.100000
186.745000 12889388153.169170 0.100000
186.750000 12895834458.687836 0.100000
186.755000 12902283988.165184 0.100000
186.760000 12908736743.213596 0.100000
186.765000 12915192725.446262 0.100000
186.770000 12921651936.477177 0.100000
186.775000 12928114377.921143 0.100000
186.780000 12934580051.393770 0.100000
186.785000 12941048958.511478 0.100000
186.790000 12947521100.891493 0.100000
186.795000 12953996480.151850 0.100000
186.800000 12960475097.911394 0.100000
186.805000 12966956955.789782 0.100000
186.810000 12973442055.407475 0.100000
186.815000 12979930398.385750 0.100000
186.820000 12986421986.346691 0.100000
186.825000 12992916820.913197 0.100000
186.830000 12999414903.708975 0.100000
186.835000 13005916236.358547 0.100000
186.840000 13012420820.487246 0.100000
186.845000 13018928657.721218 0.100000
186.850000 13025439749.687422 0.100000
186.855000 13031954098.013632 0.100000
186.860000 13038471704.328434 0.100000
186.865000 13044992570.261230 0.100000
186.870000 13051516697.442238 0.100000
186.875000 13058044087.502487 0.100000
186.880000 13064574742.073826 0.100000
186.885000 13071108662.788918 0.100000
186.890000 13077645851.281244 0.100000
186.895000 13084186309.185101 0.100000
186.900000 13090730038.135603 0.100000
186.905000 13097277039.768682 0.100000
186.910000 13103827315.721090 0.100000
186.915000 13110380867.630396 0.100000
186.920000 13116937697.134987 0.100000
186.925000 13123497805.874071 0.100000
186.930000 13130061195.487675 0.100000
186.935000 13136627867.616646 0.100000
186.940000 13143197823.902651 0.100000
186.945000 13149771065.988180 0.100000
186.950000 13156347595.516546 0.100000
186.955000 13162927414.131878 0.100000
186.960000 13169510523.479132 0.100000
186.965000 13176096925.204086 0.100000
186.970000 13182686620.953341 0.100000
186.975000 13189279612.374319 0.100000
186.980000 13195875901.115269 0.100000
186.985000 13202475488.825262 0.100000
186.990000 13209078377.154198 0.100000
186.995000 13215684567.752796 0.100000
187.000000 13222294062.272604 0.100000
187.005000 13228906862.365997 0.100000
187.010000 13235522969.686174 0.100000
187.015000 13242142385.887163 0.100000
187.020000 13248765112.623817 0.100000
187.025000 13255391151.551819 0.100000
187.030000 13262020504.327677 0.100000
187.035000 13268653172.608730 0.100000
187.040000 13275289158.053146 0.100000
187.045000 13281928462.319921 0.100000
187.050000 13288571087.068880 0.100000
187.055000 13295217033.960680 0.100000
187.060000 13301866304.656809 0.100000
187.065000 13308518900.819582 0.100000
187.070000 13315174824.112150 0.100000
187.075000 13321834076.198494 0.100000
187.080000 13328496658.743425 0.100000
187.085000 13335162573.412592 0.100000
187.090000 13341831821.872471 0.100000
187.095000 13348504405.790375 0.100000
187.100000 13355180326.834450 0.100000
187.105000 13361859586.673676 0.100000
187.110000 13368542186.977867 0.100000
187.115000 13375228129.417675 0.100000
187.120000 13381917415.664585 0.100000
187.125000 13388610047.390919 0.100000
187.130000 13395306026.269835 0.100000
187.135000 13402005353.975327 0.100000
187.140000 13408708032.182226 0.100000
187.145000 13415414062.566204 0.100000
187.150000 13422123446.803768 0.100000
187.155000 13428836186.572264 0.100000
187.160000 13435552283.549875 0.100000
187.165000 13442271739.415628 0.100000
187.170000 13448994555.849386 0.100000
187.175000 13455720734.531853 0.100000
187.180000 13462450277.144573 0.100000
187.185000 13469183185.369932 0.100000
187.190000 13475919460.891159 0.100000
187.195000 13482659105.392321 0.100000
187.200000 13489402120.558329 0.100000
187.205000 13496148508.074938 0.100000
187.210000 13502898269.628744 0.100000
187.215000 13509651406.907188 0.100000
187.220000 13516407921.598555 0.100000
187.225000 13523167815.391972 0.100000
187.230000 13529931089.977413 0.100000
187.235000 13536697747.045696 0.100000
187.240000 13543467788.288486 0.100000
187.245000 13550241215.398294 0.100000
187.250000 13557018030.068478 0.100000
187.255000 13563798233.993238 0.100000
187.260000 13570581828.867628 0.100000
187.265000 13577368816.387547 0.100000
187.270000 13584159198.249739 0.100000
187.275000 13590952976.151802 0.100000
187.280000 13597750151.792181 0.100000
187.285000 13604550726.870169 0.100000
187.290000 13611354703.085909 0.100000
187.295000 13618162082.140394 0.100000
187.300000 13624972865.735472 0.100000
187.305000 13631787055.573837 0.100000
187.310000 13638604653.359037 0.100000
187.315000 13645425660.795471 0.100000
187.320000 13652250079.588392 0.100000
187.325000 13659077911.443903 0.100000
187.330000 13665909158.068964 0.100000
187.335000 13672743821.171385 0.100000
187.340000 13679581902.459833 0.100000
187.345000 13686423403.643827 0.100000
187.350000 13693268326.433744 0.100000
187.355000 13700116672.540813 0.100000
187.360000 13706968443.677122 0.100000
187.365000 13713823641.555614 0.100000
187.370000 13720682267.890087 0.100000
187.375000 13727544324.395199 0.100000
187.380000 13734409812.786463 0.100000
187.385000 13741278734.780252 0.100000
187.390000 13748151092.093798 0.100000
187.395000 13755026886.445187 0.100000
187.400000 13761906119.553370 0.100000
187.405000 13768788793.138153 0.100000
187.410000 13775674908.920206 0.100000
187.415000 13782564468.621059 0.100000
187.420000 13789457473.963100 0.100000
187.425000 13796353926.669582 0.100000
187.430000 13803253828.464619 0.100000
187.435000 13810157181.073183 0.100000
187.440000 13817063986.221115 0.100000
187.445000 13823974245.635115 0.100000
187.450000 13830887961.042747 0.100000
187.455000 13837805134.172443 0.100000
187.460000 13844725766.753494 0.100000
187.465000 13851649860.516060 0.100000
187.470000 13858577417.191162 0.100000
187.475000 13865508438.510691 0.100000
187.480000 13872442926.207401 0.100000
187.485000 13879380882.014915 0.100000
187.490000 13886322307.667723 0.100000
187.495000 13893267204.901180 0.100000
187.500000 13900215575.451511 0.100000
187.505000 13907167421.055809 0.100000
187.510000 13914122743.452034 0.100000
187.515000 13921081544.379017 0.100000
187.520000 13928043825.576458 0.100000
187.525000 13935009588.784927 0.100000
187.530000 13941978835.745867 0.100000
187.535000 13948951568.201588 0.100000
187.540000 13955927787.895273 0.100000
187.545000 13962907496.570980 0.100000
187.550000 13969890695.973633 0.100000
187.555000 13976877387.849031 0.100000
187.560000 13983867573.943851 0.100000
187.565000 13990861256.005636 0.100000
187.570000 13997858435.782808 0.100000
187.575000 14004859115.024662 0.100000
187.580000 14011863295.481369 0.100000
187.585000 14018870978.903973 0.100000
187.590000 14025882167.044394 0.100000
187.595000 14032896861.655430 0.100000
187.600000 14039915064.490753 0.100000
187.605000 14046936777.304916 0.100000
187.610000 14053962001.853348 0.100000
187.615000 14060990739.892353 0.100000
187.620000 14068022993.179115 0.100000
187.625000 14075058763.471699 0.100000
187.630000 14082098052.529047 0.100000
187.635000 14089140862.110981 0.100000
187.640000 14096187193.978205 0.100000
187.645000 14103237049.892300 0.100000
187.650000 14110290431.615730 0.100000
187.655000 14117347340.911842 0.100000
187.660000 14124407779.544865 0.100000
187.665000 14131471749.279905 0.100000
187.670000 14138539251.882956 0.100000
187.675000 14145610289.120893 0.100000
187.680000 14152684862.761477 0.100000
187.685000 14159762974.573349 0.100000
187.690000 14166844626.326040 0.100000
187.695000 14173929819.789961 0.100000
187.700000 14181018556.736410 0.100000
187.705000 14188110838.937572 0.100000
187.710000 14195206668.166519 0.100000
187.715000 14202306046.197206 0.100000
187.720000 14209408974.804480 0.100000
187.725000 14216515455.764071 0.100000
187.730000 14223625490.852598 0.100000
187.735000 14230739081.847574 0.100000
187.740000 14237856230.527393 0.100000
187.745000 14244976938.671345 0.100000
187.750000 14252101208.059605 0.100000
187.755000 14259229040.473242 0.100000
187.760000 14266360437.694212 0.100000
187.765000 14273495401.505367 0.100000
187.770000 14280633933.690447 0.100000
187.775000 14287776036.034084 0.100000
187.780000 14294921710.321806 0.100000
187.785000 14302070958.340029 0.100000
187.790000 14309223781.876066 0.100000
187.795000 14316380182.718122 0.100000
187.800000 14323540162.655300 0.100000
187.805000 14330703723.477592 0.100000
187.810000 14337870866.975891 0.100000
187.815000 14345041594.941980 0.100000
187.820000 14352215909.168543 0.100000
187.825000 14359393811.449158 0.100000
187.830000 14366575303.578300 0.100000
187.835000 14373760387.351343 0.100000
187.840000 14380949064.564558 0.100000
187.845000 14388141337.015114 0.100000
187.850000 14395337206.501080 0.100000
187.855000 14402536674.821421 0.100000
187.860000 14409739743.776007 0.100000
187.865000 14416946415.165604 0.100000
187.870000 14424156690.791880 0.100000
187.875000 14431370572.457403 0.100000
187.880000 14438588061.965645 0.100000
187.885000 14445809161.120977 0.100000
187.890000 14453033871.728676 0.100000
187.895000 14460262195.594917 0.100000
187.900000 14467494134.526783 0.100000
187.905000 14474729690.332256 0.100000
187.910000 14481968864.820229 0.100000
187.915000 14489211659.800491 0.100000
187.920000 14496458077.083746 0.100000
187.925000 14503708118.481594 0.100000
187.930000 14510961785.806547 0.100000
187.935000 14518219080.872023 0.100000
187.940000 14525480005.492344 0.100000
187.945000 14532744561.482742 0.100000
187.950000 14540012750.659357 0.100000
